embedding_dimension,PC1_n8,PC2_n8,PC3_n8,PC4_n8,PC5_n8,PC6_n8,PC7_n8,PC8_n8
W2V_155,-0.02404495668064549,-0.04286815520060023,0.007203549687177871,-0.03511472162806919,-0.06240396124440541,0.03157963413992928,-0.0461190014051004,-0.06188381983351749
W2V_156,-0.032333802402171,0.07612134742196282,-0.075635282504932,-0.07855900270552672,0.002969204168948687,-0.02533564598349966,-0.05130071209974319,-0.03175256011871009
W2V_157,-0.06084427032045977,-0.0320736364346711,0.03232491550633621,-0.026046823041540133,0.09346537553891003,-0.10201639392181976,-0.007653407575626824,0.09471875256858481
W2V_158,-0.01464051452600186,-0.02838857181433622,-0.008128345845752583,0.0010828770428119056,0.01249106392166352,0.08527220512579296,-0.0044686669598501105,-0.07113081319976312
W2V_159,-0.013464663081530428,0.035111138566209815,0.06364003770276158,-0.03926743621886533,0.043544290177703414,-0.030689156782210455,-0.15964179807119325,-0.042078946265049204
W2V_160,0.02939229103491551,0.0257366729623213,-0.1561176107151107,-0.01136707349117629,-0.06518910671461615,0.04115386213672032,0.018435122134351806,-0.1188133637488054
W2V_161,-0.027654088349619115,-0.014859805698196716,-0.00012387659159004955,0.05150552060400297,-0.01868369319061847,-0.004714495840736492,0.025477927890139803,-0.08465027909419207
W2V_162,-0.016550542421193762,-0.03527254393226042,0.03812658516353422,-0.006019381044354193,-0.03965152297601785,-0.006837264654733702,-0.03571829398515625,0.04691235974787745
W2V_163,0.0249528600099641,0.050237548488928675,0.05011909608825932,-0.10173020697498616,-0.008915100448630892,0.08964980532777425,-0.05796219157953238,0.10990715647390327
W2V_164,0.06887312528655036,-0.10499368163564911,0.06130100745445468,-0.013308454143294991,0.03556486673340017,0.10666192830456447,0.08125844133726913,0.04658369419359177
