factor,feature,comparison,tent_lag_s,n_runs,mean_pearson_r,mean_spearman_rho,min_pearson_r,max_pearson_r
F3_n8,spectral_flatness,individual_TENT_column_vs_raw_feature,4.5,213,0.007360371584610294,-0.002313013494035786,-0.0932131081955423,0.11005826057563894
F3_n8,spectral_flatness,individual_TENT_column_vs_raw_feature,6.0,213,0.010384084429632533,0.006864810224729762,-0.13052432549852505,0.15403433572488606
F3_n8,spectral_flatness,individual_TENT_column_vs_raw_feature,7.5,213,0.0037108603585847767,0.018245194543739716,-0.08847045437406541,0.12792367335646987
F3_n8,spectral_flux,collapsed_factor_vs_matching_FIR_feature,,213,-0.006584841120522163,-0.03268503565284785,-0.05588464427263745,0.06707422153941575
F3_n8,spectral_flux,collapsed_factor_vs_raw_feature,,213,-0.011319203083674076,-0.01115604865944779,-0.1425179441704696,0.11077963265343314
F3_n8,spectral_flux,individual_TENT_column_vs_raw_feature,1.5,213,-0.01280527136899212,-0.0160722957662813,-0.03929289730778594,0.04936778696759815
F3_n8,spectral_flux,individual_TENT_column_vs_raw_feature,3.0,213,-0.010082401433620434,-0.019015870936639926,-0.0355526110762278,0.0678039452960441
F3_n8,spectral_flux,individual_TENT_column_vs_raw_feature,4.5,213,-0.006322476069416043,-0.005055546538859913,-0.10885720304153934,0.06825419039465382
F3_n8,spectral_flux,individual_TENT_column_vs_raw_feature,6.0,213,0.0017211595932355053,0.009704399203119184,-0.1274010096368883,0.08368153065247312
F3_n8,spectral_flux,individual_TENT_column_vs_raw_feature,7.5,213,-0.008135444604811708,-0.013585272004561008,-0.1193963446951959,0.03309418267058367
F3_n8,spectral_rolloff_85_hz,collapsed_factor_vs_matching_FIR_feature,,213,-0.008198446357327987,-0.05536408925489483,-0.12086821511649616,0.10789506195325867
F3_n8,spectral_rolloff_85_hz,collapsed_factor_vs_raw_feature,,213,-0.01788555283179494,-0.0426157321774815,-0.1512571587798144,0.14501304658604938
F3_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,1.5,213,0.007649925958138417,0.0069156514397540015,-0.040903222683438704,0.05558109686162369
F3_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,3.0,213,-0.026458091840783977,-0.04135525972316345,-0.0769094054334582,0.03736971972268779
F3_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,4.5,213,-0.01237662576687316,-0.03523246923729214,-0.10609935535630254,0.1102425747874011
F3_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,6.0,213,-0.008275535870619443,-0.023049733745809008,-0.14031703319159244,0.1432176224805061
F3_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,7.5,213,-0.004536138387578889,-0.005341094275700716,-0.09039068463847277,0.12361545405893566
F3_n8,word_count_per_tr,collapsed_factor_vs_matching_FIR_feature,,213,0.058342206531803914,0.06778473616483595,-0.04933860086376641,0.17005588526642337
F3_n8,word_count_per_tr,collapsed_factor_vs_raw_feature,,213,0.004842092850722184,0.009047841129926137,-0.1420442694047418,0.10521097188691615
F3_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,1.5,213,0.022279361561230854,0.035724041832627874,-0.031181443043843023,0.12994596428903027
F3_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,3.0,213,0.021104542649083496,0.02658286412013216,-0.047339640629629406,0.06913148255441764
F3_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,4.5,213,-0.0060768806428933755,0.0025807684702916114,-0.0830342107553147,0.0557862649164277
F3_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,6.0,213,-0.00521065463137674,-0.007770655615137327,-0.1351008081614902,0.11219979313204481
F3_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,7.5,213,-0.022276381294373083,-0.01606025785235007,-0.1315881529797166,0.08630093147652833
F3_n8,zero_crossing_rate,collapsed_factor_vs_matching_FIR_feature,,213,-0.009352132477536475,-0.05502955893620232,-0.1318355054041443,0.0950688190400055
F3_n8,zero_crossing_rate,collapsed_factor_vs_raw_feature,,213,-0.014754700753070024,-0.032757948607888325,-0.15470870266150866,0.14518343047479124
F3_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,1.5,213,0.008652717029623804,0.005440482074548381,-0.03611041712162279,0.06249344387237986
F3_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,3.0,213,-0.026278507034523273,-0.03087929090631074,-0.09007190302251751,0.029437659774679478
F3_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,4.5,213,-0.009339771791932553,-0.028630069072817028,-0.10836967492372016,0.11326072152633607
F3_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,6.0,213,-0.00664078264052214,-0.017887409024834607,-0.14233634002802836,0.13219152333279896
F3_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,7.5,213,-0.0009815782874465881,0.001290397173642776,-0.08950849909620925,0.12051026918973769
F4_n8,peak_amplitude,collapsed_factor_vs_matching_FIR_feature,,213,0.05451248955459661,0.07722015407564693,-0.05234639057414239,0.21065814239682557
F4_n8,peak_amplitude,collapsed_factor_vs_raw_feature,,213,0.00928629020521169,0.017751119296377953,-0.05921555311206832,0.0586162366994424
F4_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,1.5,213,0.028901539501018942,0.037935876728816056,-0.05277365353473784,0.1084186755165464
F4_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,3.0,213,0.01910259006267217,0.01950836184177296,-0.05936023747002774,0.08836541837398171
F4_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,4.5,213,-0.0029683086476127818,0.005103620983869217,-0.02411253845500726,0.0382492730798953
F4_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,6.0,213,-0.00035392400867324835,-0.008039392291305503,-0.038070920117490824,0.046854678869449794
F4_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,7.5,213,-0.017881279153713545,-0.031156344850282888,-0.12717093569242627,0.047847038961225004
F4_n8,rms,collapsed_factor_vs_matching_FIR_feature,,213,0.04207617967972992,0.06249193446482572,-0.06542248404695014,0.18386508541472787
F4_n8,rms,collapsed_factor_vs_raw_feature,,213,0.002840875322976369,0.009374592006496393,-0.06275416197290525,0.05316335387342215
F4_n8,rms,individual_TENT_column_vs_raw_feature,1.5,213,0.02726937200591985,0.035069893097637486,-0.0532929059269106,0.12468056625203819
F4_n8,rms,individual_TENT_column_vs_raw_feature,3.0,213,0.016451139919815866,0.01409247365788617,-0.0483427014856874,0.08123655232042538
F4_n8,rms,individual_TENT_column_vs_raw_feature,4.5,213,-0.008026016908424817,-0.0021329209888659656,-0.025028954987532277,0.0332067466551804
F4_n8,rms,individual_TENT_column_vs_raw_feature,6.0,213,-0.007698784513883146,-0.016427435519207095,-0.04199952505833922,0.05427407195417882
F4_n8,rms,individual_TENT_column_vs_raw_feature,7.5,213,-0.019105086087569657,-0.03202810603926086,-0.11840097434641149,0.04584014831955208
F4_n8,rms_dbfs,collapsed_factor_vs_matching_FIR_feature,,213,0.04916346220043606,0.09562944240619513,-0.04967145952030097,0.1728015046066269
F4_n8,rms_dbfs,collapsed_factor_vs_raw_feature,,213,0.009674437706896815,0.026372372118295052,-0.0762657845437147,0.06627028332456393
F4_n8,rms_dbfs,individual_TENT_column_vs_raw_feature,1.5,213,0.014594421214531382,0.041930310998951864,-0.04557732482129918,0.056957310413793025
F4_n8,rms_dbfs,individual_TENT_column_vs_raw_feature,3.0,213,0.018222764697201393,0.024514361188489882,-0.05124168425478983,0.06293714843684776
F4_n8,rms_dbfs,individual_TENT_column_vs_raw_feature,4.5,213,0.0057057832629477286,0.017418323323047356,-0.05199395113446873,0.04172511703721998
F4_n8,rms_dbfs,individual_TENT_column_vs_raw_feature,6.0,213,-0.003572087993134034,-0.0011728578816659185,-0.024129116107559218,0.05112655881103955
F4_n8,rms_dbfs,individual_TENT_column_vs_raw_feature,7.5,213,-0.005858740659571548,-0.019424755110164525,-0.10759980131704174,0.0424185726267506
F4_n8,spectral_bandwidth_hz,collapsed_factor_vs_matching_FIR_feature,,213,-0.01800312252113013,-0.04529880233683643,-0.05052022096474438,0.05099125571418419
F4_n8,spectral_bandwidth_hz,collapsed_factor_vs_raw_feature,,213,0.003921276820815036,-0.0014548122195745354,-0.06978847648991783,0.10889471015645218
F4_n8,spectral_bandwidth_hz,individual_TENT_column_vs_raw_feature,1.5,213,-0.010091684816845643,-0.018427398851560285,-0.044067604703890796,0.02504937038287886
F4_n8,spectral_bandwidth_hz,individual_TENT_column_vs_raw_feature,3.0,213,-0.0006195660862884121,0.009117978423594525,-0.044053747443768554,0.08206637080315624
F4_n8,spectral_bandwidth_hz,individual_TENT_column_vs_raw_feature,4.5,213,0.0027053982908735665,-0.0056372800918260526,-0.046716907507551114,0.05204169351868156
F4_n8,spectral_bandwidth_hz,individual_TENT_column_vs_raw_feature,6.0,213,0.006461693249479805,0.003108955996332834,-0.053889631152907826,0.04205448132751583
F4_n8,spectral_bandwidth_hz,individual_TENT_column_vs_raw_feature,7.5,213,0.009640808139496762,0.012369994914258636,-0.05211956309517733,0.1012232687962752
F4_n8,spectral_centroid_hz,collapsed_factor_vs_matching_FIR_feature,,213,0.002744054549675926,0.0012654318991069228,-0.07736614547837277,0.0655810616759112
F4_n8,spectral_centroid_hz,collapsed_factor_vs_raw_feature,,213,0.0028990660278674705,0.0009352158498019042,-0.06149159168170605,0.12250533473853026
F4_n8,spectral_centroid_hz,individual_TENT_column_vs_raw_feature,1.5,213,-0.011891234345258473,-0.011775061145231107,-0.07886181246889273,0.04756744785289691
F4_n8,spectral_centroid_hz,individual_TENT_column_vs_raw_feature,3.0,213,-0.007166836416358581,0.005473719528979923,-0.03484694659501753,0.08566035486085473
F4_n8,spectral_centroid_hz,individual_TENT_column_vs_raw_feature,4.5,213,0.01659799400906012,0.013258589341585868,-0.044567196525071545,0.05382240985445511
F4_n8,spectral_centroid_hz,individual_TENT_column_vs_raw_feature,6.0,213,0.0013858006127317468,5.466500138946602e-05,-0.04684791199893236,0.06684475689424767
F4_n8,spectral_centroid_hz,individual_TENT_column_vs_raw_feature,7.5,213,0.002821216263305574,0.0033632001412706304,-0.06873634562336918,0.07511885969101859
F4_n8,spectral_flatness,collapsed_factor_vs_matching_FIR_feature,,213,-0.04027884312373808,-0.05960303371828463,-0.0812834567930536,0.05215479800222811
F4_n8,spectral_flatness,collapsed_factor_vs_raw_feature,,213,-0.01248468677834272,-0.0249184304389923,-0.06061118210077084,0.11768666577530396
F4_n8,spectral_flatness,individual_TENT_column_vs_raw_feature,1.5,213,-0.015405348262787628,-0.0335614660963653,-0.0558847063228618,0.026984907592561717
F4_n8,spectral_flatness,individual_TENT_column_vs_raw_feature,3.0,213,-0.012133582720845732,-0.013512724969714113,-0.04898779408641812,0.060638517878075754
F4_n8,spectral_flatness,individual_TENT_column_vs_raw_feature,4.5,213,-0.011183214752242258,-0.018521499763793067,-0.05396767801169704,0.06380757848028422
F4_n8,spectral_flatness,individual_TENT_column_vs_raw_feature,6.0,213,-0.0015707911607066073,-0.0017167712314663053,-0.06441571919615949,0.06657343920038897
F4_n8,spectral_flatness,individual_TENT_column_vs_raw_feature,7.5,213,-0.0001852053302420782,0.004271998563961996,-0.06444351579471448,0.09241062674922748
F4_n8,spectral_flux,collapsed_factor_vs_matching_FIR_feature,,213,0.01617385919626189,0.011676110001707927,-0.040256321957999934,0.0750508059312126
F4_n8,spectral_flux,collapsed_factor_vs_raw_feature,,213,0.007689588067419062,0.01486482867793627,-0.05790759566807591,0.043308980738214056
F4_n8,spectral_flux,individual_TENT_column_vs_raw_feature,1.5,213,0.015596306445074485,0.023984007025460063,-0.008357347468351154,0.054496224282783085
F4_n8,spectral_flux,individual_TENT_column_vs_raw_feature,3.0,213,0.016861700341204534,0.01702149184281829,-0.016682358183645114,0.040336004082234436
F4_n8,spectral_flux,individual_TENT_column_vs_raw_feature,4.5,213,-0.0010861306136338326,-0.013496539914387585,-0.02947847087785766,0.04152398398004193
F4_n8,spectral_flux,individual_TENT_column_vs_raw_feature,6.0,213,-0.00829677230411347,-0.00705854139361835,-0.051994001721900746,0.04107860776638079
F4_n8,spectral_flux,individual_TENT_column_vs_raw_feature,7.5,213,0.0033259319486409183,0.00461765908197097,-0.09337304337429653,0.05613475776916331
F4_n8,spectral_rolloff_85_hz,collapsed_factor_vs_matching_FIR_feature,,213,0.003829603572783014,-0.0011581772483866925,-0.06797935702826949,0.06130183948766845
F4_n8,spectral_rolloff_85_hz,collapsed_factor_vs_raw_feature,,213,0.007004613653460629,0.006786404303450638,-0.06436931627192126,0.12365626442026702
F4_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,1.5,213,-0.009160737605473335,-0.010252801774464117,-0.06555178601289814,0.05043672882719341
F4_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,3.0,213,-0.0009177267135148085,0.012985942215747072,-0.03319204430896027,0.0833201144195404
F4_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,4.5,213,0.015950331429272848,0.01542204114871461,-0.04548380665533093,0.05395604793467151
F4_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,6.0,213,0.0036313169670311274,0.005433534839601581,-0.04867611978263739,0.06925824249115466
F4_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,7.5,213,0.004146266749798411,0.005088811850464836,-0.07643846924207114,0.07850990766923428
F4_n8,word_count_per_tr,collapsed_factor_vs_matching_FIR_feature,,213,0.02139307189534999,0.027541723246850672,-0.06969643855979077,0.11834179045571834
F4_n8,word_count_per_tr,collapsed_factor_vs_raw_feature,,213,0.017306786214359694,0.02445670970553667,-0.036396765538327935,0.05251676775591616
F4_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,1.5,213,0.012984584837287911,0.028400631407476496,-0.07724221980946543,0.07996029975785611
F4_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,3.0,213,0.01656309330577671,0.02596292587093725,-0.030089428355825044,0.07726788502908119
F4_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,4.5,213,0.0003859627821223127,0.0039048566492929358,-0.03792612493336353,0.04742547379106589
F4_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,6.0,213,0.01429263057081858,0.01638857464975754,-0.05759167687612698,0.08716163897006396
F4_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,7.5,213,0.006556673761647412,-0.00789321845411449,-0.09299767051896549,0.05801159795680874
F4_n8,zero_crossing_rate,collapsed_factor_vs_matching_FIR_feature,,213,-0.0024605155076395176,-0.017317780762659562,-0.06265770945792068,0.06592873054838963
F4_n8,zero_crossing_rate,collapsed_factor_vs_raw_feature,,213,0.0016212036645365522,-0.002244231929794418,-0.06320469635609956,0.11352268624151929
F4_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,1.5,213,-0.010797994467233452,-0.015885469719950807,-0.07138123199347801,0.03708538568683094
F4_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,3.0,213,-0.007144803551981656,0.0023571363048505802,-0.038073760915686025,0.09143701912513588
F4_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,4.5,213,0.01385874319135352,0.007538546483241645,-0.046600207151760026,0.05806842248032162
F4_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,6.0,213,0.0010056843534312608,0.003169872638549521,-0.04759603625406681,0.05622631348589368
F4_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,7.5,213,0.0018594578996752932,0.00423171080178917,-0.06732992654796476,0.07328445437642199
F5_n8,peak_amplitude,collapsed_factor_vs_matching_FIR_feature,,213,0.010415978001968175,0.003580698198547238,-0.1356442050850676,0.062207574410689775
F5_n8,peak_amplitude,collapsed_factor_vs_raw_feature,,213,-0.011793792531923796,-0.02207112151049869,-0.07512809140452946,0.04010075222543272
F5_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,1.5,213,0.01950250905703389,0.023903594047008876,-0.04140030130003365,0.0866929216330823
F5_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,3.0,213,0.016587424284509805,-0.0020059499281047835,-0.07380963579698652,0.06474600269483823
F5_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,4.5,213,-0.010619022094144136,-0.0025671160006855596,-0.08961896682966297,0.029691860194424633
F5_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,6.0,213,-0.031383567360306515,-0.032614861032836596,-0.07358755542124376,0.02659652652638079
F5_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,7.5,213,-0.024491129401627273,-0.026738456995740647,-0.05730746014819022,0.014111223488910288
F5_n8,rms,collapsed_factor_vs_matching_FIR_feature,,213,0.0025165362893067866,-0.002238081019575292,-0.15081437068410888,0.06200934051872337
F5_n8,rms,collapsed_factor_vs_raw_feature,,213,-0.011043192848298234,-0.022587384433349553,-0.06938925526129841,0.05421279359387823
F5_n8,rms,individual_TENT_column_vs_raw_feature,1.5,213,0.017063879566389013,0.021488140571143517,-0.03648212713483934,0.07871691625404374
F5_n8,rms,individual_TENT_column_vs_raw_feature,3.0,213,0.014604618646974417,-0.0017719941126840308,-0.07197730014437283,0.07173244994108854
F5_n8,rms,individual_TENT_column_vs_raw_feature,4.5,213,-0.008547635922803408,-0.0041938907687486945,-0.08154465014793129,0.03592009122899483
F5_n8,rms,individual_TENT_column_vs_raw_feature,6.0,213,-0.02920307576960676,-0.03174843355346635,-0.08094189429202449,0.027879356333160712
F5_n8,rms,individual_TENT_column_vs_raw_feature,7.5,213,-0.022442417821932212,-0.030471811709293306,-0.05204626774400547,0.027259044054919503
F5_n8,rms_dbfs,collapsed_factor_vs_matching_FIR_feature,,213,0.0238919445623344,0.03711898687020433,-0.04074599858870307,0.09437899874997774
F5_n8,rms_dbfs,collapsed_factor_vs_raw_feature,,213,0.0012598022278045601,-0.0024680016717725586,-0.10787886946744717,0.07217480251615119
F5_n8,rms_dbfs,individual_TENT_column_vs_raw_feature,1.5,213,0.022355371734957927,0.036599246969542344,-0.024095307646071085,0.10013525612234234
F5_n8,rms_dbfs,individual_TENT_column_vs_raw_feature,3.0,213,0.02264263301048983,0.013909836580127838,-0.07196773313192037,0.08721144012709446
F5_n8,rms_dbfs,individual_TENT_column_vs_raw_feature,4.5,213,-0.003946186637780007,0.02117122166590985,-0.09319072072740206,0.05962599614464363
F5_n8,rms_dbfs,individual_TENT_column_vs_raw_feature,6.0,213,-0.016907177934045017,-0.01605439359411107,-0.06105025288626565,0.01962696406211736
F5_n8,rms_dbfs,individual_TENT_column_vs_raw_feature,7.5,213,-0.017487608600423584,-0.021419908622662787,-0.07236626516481892,0.024539309995990407
F5_n8,spectral_bandwidth_hz,collapsed_factor_vs_matching_FIR_feature,,213,-0.00814573654924973,-0.025949402574816482,-0.08509894083986963,0.07967946605784709
F5_n8,spectral_bandwidth_hz,collapsed_factor_vs_raw_feature,,213,0.01395344034623952,0.008348007866901045,-0.038893579411978615,0.10358418779814416
F5_n8,spectral_bandwidth_hz,individual_TENT_column_vs_raw_feature,1.5,213,-0.016783873702169588,-0.021933579218099405,-0.08906604843941056,0.03659347489960294
F5_n8,spectral_bandwidth_hz,individual_TENT_column_vs_raw_feature,3.0,213,0.004729193972257753,0.003052783018050149,-0.02623528699399027,0.06539562670804001
F5_n8,spectral_bandwidth_hz,individual_TENT_column_vs_raw_feature,4.5,213,0.01652126254331885,-0.010234483381869955,-0.03460113490715003,0.09485026308004234
F5_n8,spectral_bandwidth_hz,individual_TENT_column_vs_raw_feature,6.0,213,0.012906171852529917,0.006176867259965759,-0.056961301582643536,0.06041098895144102
F5_n8,spectral_bandwidth_hz,individual_TENT_column_vs_raw_feature,7.5,213,0.015340361951698148,0.008004012631938163,-0.019756908726302237,0.07866114766346323
F5_n8,spectral_centroid_hz,collapsed_factor_vs_matching_FIR_feature,,213,0.04563290716871343,0.046990293895142934,-0.029247843143307112,0.1915864284446496
F5_n8,spectral_centroid_hz,collapsed_factor_vs_raw_feature,,213,0.02125551666321989,0.006260760917276245,-0.07368292849324869,0.11403697882435365
F5_n8,spectral_centroid_hz,individual_TENT_column_vs_raw_feature,1.5,213,-0.017471666206886775,-0.027411740068277648,-0.07407870463539706,0.02364763669101348
F5_n8,spectral_centroid_hz,individual_TENT_column_vs_raw_feature,3.0,213,0.01492428982661875,0.0029353615300528545,-0.05343926522644143,0.07280991320706505
F5_n8,spectral_centroid_hz,individual_TENT_column_vs_raw_feature,4.5,213,0.024172746559783378,0.001734357231857171,-0.028112506884829604,0.07602197573501045
F5_n8,spectral_centroid_hz,individual_TENT_column_vs_raw_feature,6.0,213,0.020898267986656064,0.016763197031952882,-0.03990801378852548,0.06603092439101266
F5_n8,spectral_centroid_hz,individual_TENT_column_vs_raw_feature,7.5,213,0.006494498566522249,-0.006478073138847035,-0.043276388827764585,0.08064597133856981
F5_n8,spectral_flatness,collapsed_factor_vs_matching_FIR_feature,,213,-0.04020853470764221,-0.06280088934726628,-0.12831322303283213,0.047477334345635475
F5_n8,spectral_flatness,collapsed_factor_vs_raw_feature,,213,-0.010606078268509346,-0.017821939819749867,-0.09753565464713745,0.12789100319377095
F5_n8,spectral_flatness,individual_TENT_column_vs_raw_feature,1.5,213,-0.022332379585210786,-0.041995940213432746,-0.1096409371584034,0.026436048586107243
F5_n8,spectral_flatness,individual_TENT_column_vs_raw_feature,3.0,213,-0.017402219479582752,-0.023582158247557505,-0.08712498386009038,0.07534953091975093
F5_n8,spectral_flatness,individual_TENT_column_vs_raw_feature,4.5,213,0.0026132692362554793,-0.02904970843821156,-0.10164023820768286,0.09125011684632753
F5_n8,spectral_flatness,individual_TENT_column_vs_raw_feature,6.0,213,0.0005506249942877844,-0.004156447667225101,-0.09299574291617804,0.07549021810851028
F5_n8,spectral_flatness,individual_TENT_column_vs_raw_feature,7.5,213,0.0010355258338312363,-0.01065571759729967,-0.05822239488288127,0.0889587135226709
F5_n8,spectral_flux,collapsed_factor_vs_matching_FIR_feature,,213,-0.023527867101163096,-0.06277167107091854,-0.07492600000718998,0.047525924808073015
F5_n8,spectral_flux,collapsed_factor_vs_raw_feature,,213,-0.024339024788463188,-0.03332495769881992,-0.0785850276603075,0.01635749053740449
F5_n8,spectral_flux,individual_TENT_column_vs_raw_feature,1.5,213,-0.011194017688242637,-0.027929121899055515,-0.041560982616958196,0.029582582497057006
F5_n8,spectral_flux,individual_TENT_column_vs_raw_feature,3.0,213,-0.018041824370160685,-0.03600820151401475,-0.06436711186571406,0.03326057465613898
F5_n8,spectral_flux,individual_TENT_column_vs_raw_feature,4.5,213,-0.023805702839076567,-0.03714615290300807,-0.09619340823736203,0.017885679227006058
F5_n8,spectral_flux,individual_TENT_column_vs_raw_feature,6.0,213,-0.01167716956339228,-0.008481716351079645,-0.048776694575080964,0.016805528113907786
F5_n8,spectral_flux,individual_TENT_column_vs_raw_feature,7.5,213,0.0016307924465175558,0.005491008749136078,-0.06282978172203842,0.03923018272894863
F5_n8,spectral_rolloff_85_hz,collapsed_factor_vs_matching_FIR_feature,,213,0.04012242200126069,0.03853370120440384,-0.023544989554189436,0.17242737200539243
F5_n8,spectral_rolloff_85_hz,collapsed_factor_vs_raw_feature,,213,0.021340391981835825,0.00683286086795597,-0.06700853192275351,0.11169085764652943
F5_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,1.5,213,-0.016626276512335367,-0.027829509626201766,-0.057759618167133694,0.023989224035821006
F5_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,3.0,213,0.016604742309628745,0.0013828254481514548,-0.049757192685798556,0.0689353176220336
F5_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,4.5,213,0.022747445475825485,-0.0010865891715739306,-0.03297781947492386,0.07660690923577367
F5_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,6.0,213,0.020005083937237975,0.015597521403718404,-0.03568778247059478,0.06595535205009975
F5_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,7.5,213,0.006784593835519543,-0.008193202151909058,-0.03835885984207696,0.0784423609383543
F5_n8,word_count_per_tr,collapsed_factor_vs_matching_FIR_feature,,213,-0.011381851379965873,-0.028210853792952288,-0.08848355465524775,0.02382624625311414
F5_n8,word_count_per_tr,collapsed_factor_vs_raw_feature,,213,-0.009006408332724772,-0.019062345019359946,-0.07638920072650243,0.047853371802557505
F5_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,1.5,213,0.019932770531923726,0.009620339851689332,-0.036795121079391875,0.05238468080484124
F5_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,3.0,213,0.005602922149220834,-0.016108755615344594,-0.028464624873068622,0.02864276318349781
F5_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,4.5,213,-0.014837487410602458,-0.013538553920362432,-0.04853377096108308,0.020358919849642422
F5_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,6.0,213,-0.01743424212406425,-0.02814004672289531,-0.06567894204654534,0.05703191197162308
F5_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,7.5,213,-0.013970188545323012,-0.018775430896004787,-0.11767358644074086,0.05653274173653174
F5_n8,zero_crossing_rate,collapsed_factor_vs_matching_FIR_feature,,213,0.03457060264004536,0.03027349616476823,-0.04636663833826457,0.14239890446385792
F5_n8,zero_crossing_rate,collapsed_factor_vs_raw_feature,,213,0.016129248453967425,0.0035193269979365625,-0.07071744575548015,0.10714985508282282
F5_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,1.5,213,-0.02488104495410744,-0.036361071017228026,-0.0785196240658858,0.02247737628566625
F5_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,3.0,213,0.007947562207813237,-0.0039846148409418665,-0.05549080702708143,0.07052340808080797
F5_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,4.5,213,0.023707418658037185,0.0015259837316892024,-0.023581254345742347,0.07663130026669708
F5_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,6.0,213,0.021111323486328375,0.015948620205452492,-0.04407282067817354,0.07243871210235064
F5_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,7.5,213,0.00550958814994651,-0.0004171923732931904,-0.04989172354342453,0.076821766493235
F6_n8,peak_amplitude,collapsed_factor_vs_matching_FIR_feature,,213,0.007923397546534252,0.020574475199073388,-0.10470627189008108,0.12167391748091166
F6_n8,peak_amplitude,collapsed_factor_vs_raw_feature,,213,-0.017851974871523707,-0.011256913302315128,-0.051893612876826194,0.12184905331573195
F6_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,1.5,213,-0.005701765150558618,0.006476210571125231,-0.08989513610985024,0.025830660196405213
F6_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,3.0,213,-0.014047029944463198,-0.004853782322638831,-0.077974241976446,0.082108786240963
F6_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,4.5,213,-0.004713206386301652,-0.0016586629461083353,-0.049844039698201045,0.07580886175626685
F6_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,6.0,213,-0.006596012184865169,-0.010022474125206444,-0.04483156070040035,0.10497941760218059
F6_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,7.5,213,-0.026008895980325613,-0.02735980193819527,-0.08953643946163431,0.07991590268859752
F6_n8,rms,collapsed_factor_vs_matching_FIR_feature,,213,-0.002645288044974012,0.0038052465814940248,-0.09574146748753566,0.08700217830858953
F6_n8,rms,collapsed_factor_vs_raw_feature,,213,-0.019490444987514705,-0.01202566632551241,-0.06355755323013694,0.11629379633242817
F6_n8,rms,individual_TENT_column_vs_raw_feature,1.5,213,-0.011633944696230938,0.0028924033851487163,-0.08600237602472095,0.02134734891679913
