factor,feature,comparison,tent_lag_s,n_narratives,mean_pearson_r,mean_spearman_rho,min_pearson_r,max_pearson_r
F3_n8,spectral_flatness,individual_TENT_column_vs_raw_feature,3.0,10,-0.006557482510426305,0.005492895019825743,-0.0695508557414144,0.024035483885086868
F3_n8,spectral_flatness,individual_TENT_column_vs_raw_feature,4.5,10,0.005033206012417413,-0.0016183646849140564,-0.09321310819554225,0.11005826057563894
F3_n8,spectral_flatness,individual_TENT_column_vs_raw_feature,6.0,10,0.0075362219915374494,0.01622300421273179,-0.130524325498525,0.154034335724886
F3_n8,spectral_flatness,individual_TENT_column_vs_raw_feature,7.5,10,0.007623960737196741,0.027223478073940408,-0.08847045437406542,0.12792367335646987
F3_n8,spectral_flux,collapsed_factor_vs_matching_FIR_feature,,10,-0.002010181983350619,-0.021496923734611782,-0.05588464427263744,0.06707422153941575
F3_n8,spectral_flux,collapsed_factor_vs_raw_feature,,10,-0.009456555269382275,-0.013735952728185116,-0.1400538368574263,0.11077963265343314
F3_n8,spectral_flux,individual_TENT_column_vs_raw_feature,1.5,10,-0.0035431173025190655,-0.009387524599024352,-0.03929289730778596,0.04936778696759812
F3_n8,spectral_flux,individual_TENT_column_vs_raw_feature,3.0,10,-0.00603728082885446,-0.017620373040995254,-0.035552611076227765,0.06780394529604411
F3_n8,spectral_flux,individual_TENT_column_vs_raw_feature,4.5,10,-0.007376034319034545,-0.008421462219126048,-0.10885720304153935,0.06825419039465383
F3_n8,spectral_flux,individual_TENT_column_vs_raw_feature,6.0,10,-0.001306763422256598,0.0029154951203199347,-0.12740100963688833,0.08368153065247315
F3_n8,spectral_flux,individual_TENT_column_vs_raw_feature,7.5,10,-0.012213617444563262,-0.016218573567098285,-0.10663177782220819,0.03309418267058368
F3_n8,spectral_rolloff_85_hz,collapsed_factor_vs_matching_FIR_feature,,10,-0.0036154714951785647,-0.0487374413550377,-0.12086821511649617,0.1056491587673062
F3_n8,spectral_rolloff_85_hz,collapsed_factor_vs_raw_feature,,10,-0.011742133250508918,-0.02752739915748477,-0.15125715877981444,0.14501304658604935
F3_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,1.5,10,0.005614095255207755,0.00787099492173256,-0.0409032226834387,0.05558109686162369
F3_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,3.0,10,-0.02107351071282961,-0.027756103729311376,-0.07690940543345826,0.03698760960471853
F3_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,4.5,10,-0.009526523755320222,-0.02728528287616629,-0.10609935535630251,0.11024257478740111
F3_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,6.0,10,-0.001828194132645109,-0.013869772163482754,-0.14031703319159242,0.14321762248050607
F3_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,7.5,10,0.0005059053591375372,-0.0018681118112691924,-0.09039068463847279,0.12361545405893559
F3_n8,word_count_per_tr,collapsed_factor_vs_matching_FIR_feature,,10,0.04205699710808987,0.04760840477099093,-0.04873234318655983,0.17005588526642335
F3_n8,word_count_per_tr,collapsed_factor_vs_raw_feature,,10,0.0009172620575523824,0.0026640606661983363,-0.14054060234075613,0.1052109718869161
F3_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,1.5,10,0.02629688118775449,0.03354627794984145,-0.031181443043843016,0.1299459642890304
F3_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,3.0,10,0.011391335953331194,0.016276093100507188,-0.047339640629629434,0.06913148255441766
F3_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,4.5,10,-0.005012508474250634,0.0015927307660402626,-0.08303421075531471,0.05578626491642776
F3_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,6.0,10,-0.00616820537650737,-0.008525445969567851,-0.13472167316849173,0.11219979313204471
F3_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,7.5,10,-0.027340903471017624,-0.02004680561515783,-0.12627785891841853,0.08630093147652822
F3_n8,zero_crossing_rate,collapsed_factor_vs_matching_FIR_feature,,10,-0.007011252540927103,-0.049940684430892404,-0.13183550540414432,0.09253034198019734
F3_n8,zero_crossing_rate,collapsed_factor_vs_raw_feature,,10,-0.012012273860240313,-0.02306684015017666,-0.15470870266150874,0.14518343047479124
F3_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,1.5,10,0.003911617256181242,0.001626904093880804,-0.03611041712162283,0.06249344387237992
F3_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,3.0,10,-0.022278660442290182,-0.02206841342113062,-0.09007190302251752,0.02909441037615588
F3_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,4.5,10,-0.009412229162176274,-0.023740117150456305,-0.10836967492372018,0.11326072152633608
F3_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,6.0,10,-0.0022077369017380554,-0.010184106477965348,-0.1423363400280284,0.13219152333279893
F3_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,7.5,10,0.003219043075484511,0.005300721424788879,-0.08950849909620927,0.12051026918973769
F4_n8,peak_amplitude,collapsed_factor_vs_matching_FIR_feature,,10,0.039066412346267024,0.061168065592119555,-0.052346390574142435,0.2106581423968256
F4_n8,peak_amplitude,collapsed_factor_vs_raw_feature,,10,0.010535773229100492,0.022079339260637397,-0.05921555311206827,0.0586162366994424
F4_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,1.5,10,0.02873190871660458,0.04025711489907887,-0.05277365353473782,0.10841867551654641
F4_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,3.0,10,0.010574797354619409,0.016578974026493585,-0.05936023747002775,0.0883654183739816
F4_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,4.5,10,0.002520591144425615,0.010559944634348343,-0.024112538455007253,0.038249273079895334
F4_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,6.0,10,0.011174840356965933,0.005957345048182711,-0.03807092011749087,0.04685467886944982
F4_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,7.5,10,-0.025977678397349956,-0.03179837465810789,-0.12717093569242618,0.047847038961224976
F4_n8,rms,collapsed_factor_vs_matching_FIR_feature,,10,0.028768386928964416,0.04928855055597229,-0.06189973227999518,0.18386508541472785
F4_n8,rms,collapsed_factor_vs_raw_feature,,10,0.006281816857221486,0.01616461734572794,-0.0627541619729052,0.05316335387342214
F4_n8,rms,individual_TENT_column_vs_raw_feature,1.5,10,0.02874888285122876,0.03711526632934494,-0.053292905926910515,0.12468056625203822
F4_n8,rms,individual_TENT_column_vs_raw_feature,3.0,10,0.010535035336430017,0.013252217292216253,-0.04834270148568734,0.0812365523204254
F4_n8,rms,individual_TENT_column_vs_raw_feature,4.5,10,-0.0016335070953226198,0.004642378834758608,-0.02502895498753229,0.0332067466551804
F4_n8,rms,individual_TENT_column_vs_raw_feature,6.0,10,0.004772375452885104,-0.0006267281240728784,-0.041999525058339184,0.05427407195417882
F4_n8,rms,individual_TENT_column_vs_raw_feature,7.5,10,-0.02713911729845283,-0.03265325738308479,-0.11840097434641145,0.04584014831955206
F4_n8,rms_dbfs,collapsed_factor_vs_matching_FIR_feature,,10,0.039015902371874356,0.07830071599251383,-0.049671459520300956,0.1728015046066269
F4_n8,rms_dbfs,collapsed_factor_vs_raw_feature,,10,0.007263817997334934,0.02824079220105665,-0.0762657845437147,0.06627028332456389
F4_n8,rms_dbfs,individual_TENT_column_vs_raw_feature,1.5,10,0.015313827972015725,0.04210827240101145,-0.045577324821299135,0.056894434159875065
F4_n8,rms_dbfs,individual_TENT_column_vs_raw_feature,3.0,10,0.012582214459562771,0.018129843479974067,-0.051241684254789865,0.0629371484368477
F4_n8,rms_dbfs,individual_TENT_column_vs_raw_feature,4.5,10,0.001590530125711502,0.01722673446111843,-0.051993951134468766,0.04172511703722002
F4_n8,rms_dbfs,individual_TENT_column_vs_raw_feature,6.0,10,0.003301752184257158,0.008820634699023583,-0.023888445222307663,0.05112655881103952
F4_n8,rms_dbfs,individual_TENT_column_vs_raw_feature,7.5,10,-0.011516340663573045,-0.022478927227962218,-0.10759980131704172,0.04241857262675056
F4_n8,spectral_bandwidth_hz,collapsed_factor_vs_matching_FIR_feature,,10,-0.007775151710396704,-0.03560745619952554,-0.05052022096474434,0.0509912557141842
F4_n8,spectral_bandwidth_hz,collapsed_factor_vs_raw_feature,,10,0.008717087760892535,-0.002141413286784194,-0.06978847648991787,0.10889471015645215
F4_n8,spectral_bandwidth_hz,individual_TENT_column_vs_raw_feature,1.5,10,-0.002624348051291671,-0.01678222457799575,-0.04406760470389072,0.02460770022719539
F4_n8,spectral_bandwidth_hz,individual_TENT_column_vs_raw_feature,3.0,10,0.0046580235676028535,0.01587542115642524,-0.04405374744376856,0.08206637080315628
F4_n8,spectral_bandwidth_hz,individual_TENT_column_vs_raw_feature,4.5,10,0.005188865369754167,-0.004550602304705367,-0.04671690750755112,0.05204169351868156
F4_n8,spectral_bandwidth_hz,individual_TENT_column_vs_raw_feature,6.0,10,0.0045268745166584315,-0.0018456941337573617,-0.05388963115290784,0.04205448132751586
F4_n8,spectral_bandwidth_hz,individual_TENT_column_vs_raw_feature,7.5,10,0.01013787499612214,0.006932465606394893,-0.05211956309517735,0.10122326879627513
F4_n8,spectral_centroid_hz,collapsed_factor_vs_matching_FIR_feature,,10,0.011297222432319438,0.011502321748487617,-0.07736614547837277,0.06407087480598793
F4_n8,spectral_centroid_hz,collapsed_factor_vs_raw_feature,,10,0.010698315374645101,0.00539061462089804,-0.061491591681706044,0.12250533473853023
F4_n8,spectral_centroid_hz,individual_TENT_column_vs_raw_feature,1.5,10,-0.0006191582133719761,-0.0003460209482615852,-0.07886181246889279,0.047567447852896974
F4_n8,spectral_centroid_hz,individual_TENT_column_vs_raw_feature,3.0,10,0.0016896625888583737,0.016609497002949905,-0.03484694659501748,0.08566035486085478
F4_n8,spectral_centroid_hz,individual_TENT_column_vs_raw_feature,4.5,10,0.015129497678112247,0.01127833437678857,-0.04456719652507158,0.053822409854455106
F4_n8,spectral_centroid_hz,individual_TENT_column_vs_raw_feature,6.0,10,0.005239031227130684,0.0021288907333881007,-0.046847911998932394,0.06684475689424772
F4_n8,spectral_centroid_hz,individual_TENT_column_vs_raw_feature,7.5,10,0.0022692164176810027,-0.0030834929279617567,-0.06873634562336914,0.07511885969101861
F4_n8,spectral_flatness,collapsed_factor_vs_matching_FIR_feature,,10,-0.033467592002839205,-0.04806101626131822,-0.08128345679305361,0.052154798002228116
F4_n8,spectral_flatness,collapsed_factor_vs_raw_feature,,10,-0.005793278256079045,-0.016387386911328485,-0.06061118210077085,0.11768666577530391
F4_n8,spectral_flatness,individual_TENT_column_vs_raw_feature,1.5,10,-0.012521072384199665,-0.028941904871543175,-0.055884706322861806,0.026984907592561738
F4_n8,spectral_flatness,individual_TENT_column_vs_raw_feature,3.0,10,-0.008461641574854259,0.0009281598814359582,-0.04898779408641811,0.0606385178780758
F4_n8,spectral_flatness,individual_TENT_column_vs_raw_feature,4.5,10,-0.002104148935478707,-0.011351772241911844,-0.053967678011696996,0.06380757848028427
F4_n8,spectral_flatness,individual_TENT_column_vs_raw_feature,6.0,10,-0.002191916885579285,-0.005425321719528416,-0.06441571919615939,0.06657343920038902
F4_n8,spectral_flatness,individual_TENT_column_vs_raw_feature,7.5,10,0.003450847466768972,0.002986469367118193,-0.06444351579471447,0.0924106267492275
F4_n8,spectral_flux,collapsed_factor_vs_matching_FIR_feature,,10,0.015235442666131698,0.01899274375975729,-0.04025632195799994,0.07505080593121254
F4_n8,spectral_flux,collapsed_factor_vs_raw_feature,,10,0.007466218418661973,0.012037276637832417,-0.05790759566807594,0.04330898073821406
F4_n8,spectral_flux,individual_TENT_column_vs_raw_feature,1.5,10,0.01794330337296931,0.02588961112305036,-0.008357347468351152,0.052917649423191604
F4_n8,spectral_flux,individual_TENT_column_vs_raw_feature,3.0,10,0.014405613788299942,0.010827350425699822,-0.016682358183645142,0.040336004082234464
F4_n8,spectral_flux,individual_TENT_column_vs_raw_feature,4.5,10,-0.0026023836420837783,-0.014486361047240394,-0.029478470877857668,0.04152398398004193
F4_n8,spectral_flux,individual_TENT_column_vs_raw_feature,6.0,10,-0.004096662005093006,-0.001111919731895831,-0.050622024575750595,0.04107860776638083
F4_n8,spectral_flux,individual_TENT_column_vs_raw_feature,7.5,10,-0.00020659874817527692,0.004124062944448892,-0.09337304337429651,0.05613475776916332
F4_n8,spectral_rolloff_85_hz,collapsed_factor_vs_matching_FIR_feature,,10,0.010212493722001791,0.006385427837270564,-0.06797935702826947,0.061301839487668465
F4_n8,spectral_rolloff_85_hz,collapsed_factor_vs_raw_feature,,10,0.013171434765152817,0.008986011635899833,-0.06436931627192127,0.123656264420267
F4_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,1.5,10,0.0015817141647295927,0.000675582975044972,-0.06555178601289806,0.05043672882719341
F4_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,3.0,10,0.005453243206845537,0.02026977470052168,-0.033192044308960236,0.08332011441954044
F4_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,4.5,10,0.014904806562163567,0.012199196032920644,-0.04548380665533094,0.05395604793467151
F4_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,6.0,10,0.006690509034651087,0.006470570991549468,-0.048676119782637375,0.0692582424911547
F4_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,7.5,10,0.0022376028849378816,-0.002365558359426784,-0.07643846924207115,0.0785099076692343
F4_n8,word_count_per_tr,collapsed_factor_vs_matching_FIR_feature,,10,0.007565297940607518,0.013424903640480499,-0.06969643855979075,0.11834179045571833
F4_n8,word_count_per_tr,collapsed_factor_vs_raw_feature,,10,0.010958533316163713,0.01709277765139657,-0.034197531706507266,0.052516767755916106
F4_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,1.5,10,0.010056447410451027,0.022108505084770937,-0.07724221980946548,0.07996029975785625
F4_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,3.0,10,0.006666626970270738,0.016969715739464344,-0.03008942835582504,0.07726788502908119
F4_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,4.5,10,-0.0006946496104867965,0.0022237867379821252,-0.03792612493336349,0.04742547379106588
F4_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,6.0,10,0.018182402611232454,0.018715860805565157,-0.05759167687612694,0.08716163897006393
F4_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,7.5,10,-0.004183529449952233,-0.011328296971864053,-0.09299767051896542,0.058011597956808714
F4_n8,zero_crossing_rate,collapsed_factor_vs_matching_FIR_feature,,10,0.007576774739005874,-0.0035494142951328477,-0.0626577094579207,0.06450468659926116
F4_n8,zero_crossing_rate,collapsed_factor_vs_raw_feature,,10,0.00846801586920712,0.0006039399914933849,-0.06320469635609957,0.11352268624151929
F4_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,1.5,10,-0.0006117649556460224,-0.006845507922184387,-0.0713812319934781,0.03708538568683098
F4_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,3.0,10,0.002198669594896808,0.014136194433891212,-0.03807376091568613,0.0914370191251359
F4_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,4.5,10,0.012248664773996743,0.0060227192169390875,-0.04660020715176003,0.058068422480321624
F4_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,6.0,10,0.0032264199184791533,0.0011576291740806315,-0.04759603625406684,0.05622631348589372
F4_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,7.5,10,0.0009105254228678172,-0.0032481563371793087,-0.06732992654796469,0.073284454376422
F5_n8,peak_amplitude,collapsed_factor_vs_matching_FIR_feature,,10,-0.011064067980463143,-0.01900908261580112,-0.13351758043017117,0.06220757441068983
F5_n8,peak_amplitude,collapsed_factor_vs_raw_feature,,10,-0.018686035123398954,-0.025771791093327345,-0.07512809140452945,0.040100752225432724
F5_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,1.5,10,0.010467660608658919,0.011744488080312213,-0.04140030130003358,0.08669292163308222
F5_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,3.0,10,0.003726426825162422,-0.013905654382460495,-0.07333051088176658,0.06474600269483824
F5_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,4.5,10,-0.015265818714790201,-0.013105695274528883,-0.089618966829663,0.029691860194424644
F5_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,6.0,10,-0.025644417488888942,-0.026751394465044858,-0.07358755542124377,0.02659652652638078
F5_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,7.5,10,-0.02354774459195945,-0.024778444838458848,-0.05730746014819017,0.014111223488910234
F5_n8,rms,collapsed_factor_vs_matching_FIR_feature,,10,-0.020221040608294112,-0.025463306328109264,-0.14861675090468404,0.06200934051872347
F5_n8,rms,collapsed_factor_vs_raw_feature,,10,-0.01894149077280304,-0.0272753569238931,-0.06938925526129834,0.05421279359387826
F5_n8,rms,individual_TENT_column_vs_raw_feature,1.5,10,0.008015138243703939,0.009363074829533243,-0.036482127134839344,0.07871691625404376
F5_n8,rms,individual_TENT_column_vs_raw_feature,3.0,10,0.0013061616948819117,-0.013717141662275162,-0.07154463917858217,0.07173244994108859
F5_n8,rms,individual_TENT_column_vs_raw_feature,4.5,10,-0.013360382835169328,-0.015191718519239089,-0.08154465014793125,0.035920091228994804
F5_n8,rms,individual_TENT_column_vs_raw_feature,6.0,10,-0.024736825661085586,-0.026944110605792475,-0.08094189429202457,0.027879356333160722
F5_n8,rms,individual_TENT_column_vs_raw_feature,7.5,10,-0.022405405290330308,-0.02790697485992601,-0.05204626774400547,0.02725904405491949
F5_n8,rms_dbfs,collapsed_factor_vs_matching_FIR_feature,,10,0.012925866421041751,0.010600644956064532,-0.04074599858870304,0.09437899874997768
F5_n8,rms_dbfs,collapsed_factor_vs_raw_feature,,10,-0.009154064139354741,-0.01857423650856991,-0.10787886946744711,0.0721748025161512
F5_n8,rms_dbfs,individual_TENT_column_vs_raw_feature,1.5,10,0.01266055353212464,0.019931847452799096,-0.02409530764607108,0.1001352561223422
F5_n8,rms_dbfs,individual_TENT_column_vs_raw_feature,3.0,10,0.008977810226276757,-0.005066873217562679,-0.07196773313192041,0.08721144012709448
F5_n8,rms_dbfs,individual_TENT_column_vs_raw_feature,4.5,10,-0.01166603820957812,-0.00019375432913796168,-0.09319072072740216,0.059625996144643624
F5_n8,rms_dbfs,individual_TENT_column_vs_raw_feature,6.0,10,-0.015429590683310485,-0.01813877842978986,-0.061050252886265706,0.019626964062117367
F5_n8,rms_dbfs,individual_TENT_column_vs_raw_feature,7.5,10,-0.017551141564991556,-0.021510212876532615,-0.07236626516481899,0.024538799642567537
F5_n8,spectral_bandwidth_hz,collapsed_factor_vs_matching_FIR_feature,,10,0.0003541299405046915,-0.01957550465109263,-0.08509894083986966,0.07742932751295259
F5_n8,spectral_bandwidth_hz,collapsed_factor_vs_raw_feature,,10,0.02433470896142917,0.01249210548294039,-0.0388935794119786,0.10358418779814409
F5_n8,spectral_bandwidth_hz,individual_TENT_column_vs_raw_feature,1.5,10,-0.006998360924515099,-0.02016119778116756,-0.08906604843941049,0.036593474899602976
F5_n8,spectral_bandwidth_hz,individual_TENT_column_vs_raw_feature,3.0,10,0.012435717322048437,0.006676141623357071,-0.026235286993990276,0.06539562670804
F5_n8,spectral_bandwidth_hz,individual_TENT_column_vs_raw_feature,4.5,10,0.023237999478243943,-0.0018787945750318867,-0.03460113490715003,0.09485026308004234
F5_n8,spectral_bandwidth_hz,individual_TENT_column_vs_raw_feature,6.0,10,0.015254337220336213,0.006624344747900598,-0.05696130158264357,0.06041098895144102
F5_n8,spectral_bandwidth_hz,individual_TENT_column_vs_raw_feature,7.5,10,0.018939845739537282,0.007459540381916729,-0.019756908726302213,0.0786611476634633
F5_n8,spectral_centroid_hz,collapsed_factor_vs_matching_FIR_feature,,10,0.038326212687181956,0.03358526342934949,-0.029247843143307122,0.19158642844464965
F5_n8,spectral_centroid_hz,collapsed_factor_vs_raw_feature,,10,0.024772847843969405,0.004424174679590657,-0.0736829284932486,0.11403697882435368
F5_n8,spectral_centroid_hz,individual_TENT_column_vs_raw_feature,1.5,10,-0.01106420555602474,-0.02542773752643814,-0.07407870463539704,0.023647636691013486
F5_n8,spectral_centroid_hz,individual_TENT_column_vs_raw_feature,3.0,10,0.014887151756759018,-0.000608727429229711,-0.05343926522644145,0.07280991320706512
F5_n8,spectral_centroid_hz,individual_TENT_column_vs_raw_feature,4.5,10,0.02461890785234602,-0.0027385154143616773,-0.02811250688482962,0.07602197573501054
F5_n8,spectral_centroid_hz,individual_TENT_column_vs_raw_feature,6.0,10,0.02170192086813783,0.010487333710146747,-0.03990801378852546,0.06603092439101271
F5_n8,spectral_centroid_hz,individual_TENT_column_vs_raw_feature,7.5,10,0.010297364476602438,-0.011897825344481834,-0.04327638882776459,0.08064597133856988
F5_n8,spectral_flatness,collapsed_factor_vs_matching_FIR_feature,,10,-0.026097073858465727,-0.04999111106597015,-0.12831322303283207,0.04747733434563551
F5_n8,spectral_flatness,collapsed_factor_vs_raw_feature,,10,0.002183679981436542,-0.005140636878317622,-0.09753565464713744,0.12789100319377097
F5_n8,spectral_flatness,individual_TENT_column_vs_raw_feature,1.5,10,-0.012556192719636877,-0.033736906951553264,-0.10964093715840337,0.026436048586107274
F5_n8,spectral_flatness,individual_TENT_column_vs_raw_feature,3.0,10,-0.005645062731399102,-0.012948849643221612,-0.08712498386009038,0.075349530919751
F5_n8,spectral_flatness,individual_TENT_column_vs_raw_feature,4.5,10,0.009649797508074985,-0.012867888610488784,-0.10164023820768286,0.09125011684632758
F5_n8,spectral_flatness,individual_TENT_column_vs_raw_feature,6.0,10,0.004772010307359663,0.0022226703688717417,-0.09299574291617799,0.07549021810851031
F5_n8,spectral_flatness,individual_TENT_column_vs_raw_feature,7.5,10,0.005083251260531851,-0.008184899215001588,-0.05822239488288125,0.08895871352267092
F5_n8,spectral_flux,collapsed_factor_vs_matching_FIR_feature,,10,-0.013959441594687526,-0.04167886721536894,-0.07492600000718996,0.047525924808073015
F5_n8,spectral_flux,collapsed_factor_vs_raw_feature,,10,-0.021273982359529483,-0.02381195919474054,-0.07858502766030752,0.01635749053740446
F5_n8,spectral_flux,individual_TENT_column_vs_raw_feature,1.5,10,-0.003430874292261014,-0.01537849392471684,-0.04156098261695815,0.029582582497057003
F5_n8,spectral_flux,individual_TENT_column_vs_raw_feature,3.0,10,-0.016691365160238406,-0.028077798924472517,-0.06436711186571407,0.033260574656138985
F5_n8,spectral_flux,individual_TENT_column_vs_raw_feature,4.5,10,-0.02438838122430107,-0.036845525428206516,-0.09619340823736208,0.017885679227006065
F5_n8,spectral_flux,individual_TENT_column_vs_raw_feature,6.0,10,-0.008637192408778359,-0.0057578962328908335,-0.048776694575080964,0.016805528113907793
F5_n8,spectral_flux,individual_TENT_column_vs_raw_feature,7.5,10,-1.8933237950428367e-05,0.007240777937005201,-0.06282978172203846,0.03923018272894863
F5_n8,spectral_rolloff_85_hz,collapsed_factor_vs_matching_FIR_feature,,10,0.03295017071182444,0.024965775882415647,-0.023544989554189443,0.1724273720053925
F5_n8,spectral_rolloff_85_hz,collapsed_factor_vs_raw_feature,,10,0.02514575512757112,0.00536317809778375,-0.06700853192275347,0.1116908576465294
F5_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,1.5,10,-0.009391706733717468,-0.02504639296077303,-0.05775961816713372,0.023656471850125635
F5_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,3.0,10,0.016418931532320567,-0.001488541393491068,-0.04975719268579855,0.06893531762203364
F5_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,4.5,10,0.023988674043351303,-0.005149016022074315,-0.03297781947492387,0.0766069092357737
F5_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,6.0,10,0.020168524454518322,0.00949330387087761,-0.035687782470594766,0.0659553520500998
F5_n8,spectral_rolloff_85_hz,individual_TENT_column_vs_raw_feature,7.5,10,0.010845512428124008,-0.01156278489297338,-0.03835885984207692,0.07844236093835433
F5_n8,word_count_per_tr,collapsed_factor_vs_matching_FIR_feature,,10,-0.020298188831103334,-0.045439118093184745,-0.08848355465524772,0.023593210508540133
F5_n8,word_count_per_tr,collapsed_factor_vs_raw_feature,,10,-0.016060149814790904,-0.026492599705076638,-0.0763892007265024,0.04785337180255742
F5_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,1.5,10,0.012717072806103086,0.0032591538940094826,-0.03679512107939189,0.052384680804841266
F5_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,3.0,10,-0.0007765855798240248,-0.019065537893861503,-0.028464624873068643,0.028642763183497774
F5_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,4.5,10,-0.01577864708874325,-0.020454168149442425,-0.0485337709610831,0.02035891984964237
F5_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,6.0,10,-0.020164150477376658,-0.030870294052109365,-0.0656789420465454,0.057031911971623106
F5_n8,word_count_per_tr,individual_TENT_column_vs_raw_feature,7.5,10,-0.017871879241000768,-0.023400121112601747,-0.11767358644074079,0.056532741736531694
F5_n8,zero_crossing_rate,collapsed_factor_vs_matching_FIR_feature,,10,0.03199008110741279,0.024454022448358988,-0.04636663833826457,0.14239890446385794
F5_n8,zero_crossing_rate,collapsed_factor_vs_raw_feature,,10,0.021973113912296557,0.004868646978147767,-0.07071744575548014,0.10714985508282288
F5_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,1.5,10,-0.015627909603195753,-0.030726131809180143,-0.07851962406588583,0.02212192284992871
F5_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,3.0,10,0.010684040608782154,-0.0032638603492446236,-0.05549080702708144,0.07052340808080801
F5_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,4.5,10,0.02519485332301399,0.000492593227898013,-0.02358125434574234,0.07663130026669707
F5_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,6.0,10,0.02215497805847354,0.01190211415562554,-0.04407282067817353,0.0724387121023507
F5_n8,zero_crossing_rate,individual_TENT_column_vs_raw_feature,7.5,10,0.009132499819237708,-0.006261666600081747,-0.04989172354342451,0.07682176649323502
F6_n8,peak_amplitude,collapsed_factor_vs_matching_FIR_feature,,10,0.011418843136396862,0.023170964596736624,-0.10470627189008094,0.1216739174809117
F6_n8,peak_amplitude,collapsed_factor_vs_raw_feature,,10,-0.005340965955833267,-0.00144841433843461,-0.05189361287682623,0.11994123756822643
F6_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,1.5,10,-0.0022150683392270845,0.013898423089426253,-0.08989513610985012,0.025830660196405203
F6_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,3.0,10,-0.0054620157110271085,0.0015796513889638434,-0.07797424197644605,0.08210878624096299
F6_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,4.5,10,0.003900910386070568,0.0030257810417665225,-0.049844039698201045,0.07580886175626682
F6_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,6.0,10,0.0021993244869680196,-0.001639134149077474,-0.044831560700400334,0.10441002763881842
F6_n8,peak_amplitude,individual_TENT_column_vs_raw_feature,7.5,10,-0.018591050597920863,-0.01883707039904992,-0.08953643946163439,0.07214933824658462
F6_n8,rms,collapsed_factor_vs_matching_FIR_feature,,10,-8.545600655138318e-05,0.006790316812307154,-0.09574146748753572,0.08700217830858954
F6_n8,rms,collapsed_factor_vs_raw_feature,,10,-0.008725655200664156,-0.003244888222152427,-0.06355755323013694,0.11438884592593442
